name,abilities,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,count0,count0.25,count0.5,count1,count2,Count4,Combined_score_1,attack,defense,base_happiness,hp,special_attack,special_defense,speed,capture_rate,cap_rate_normalized,Combined_score_2,classfication,experience_growth,height,japanese_name,percentage_male,pokedex_number,type1,type2,weight_kg,generation,is_legendary
Kricketot,"['Shed Skin', 'Run Away']",1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,0,0,3,12,3,0,78,25,41,70,37,25,41,25,255,41.55343044,266.353,Cricket Pokémon,1059860,0.3,Korobohshiコロボーシ,50,401,bug,,2.2,4,0
Kricketune,"['Swarm', 'Technician']",1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,0,0,3,12,3,0,78,85,51,70,77,55,51,65,45,60.48829123,467.333,Cricket Pokémon,1059860,1,Korotockコロトック,50,402,bug,,25.5,4,0
Shinx,"['Rivalry', 'Intimidate', 'Guts']",1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,0,0,3,14,1,0,82,65,34,70,45,40,34,45,235,42.17508979,335.553,Flash Pokémon,1059860,0.5,Kolinkコリンク,50,403,electric,,9.5,4,0
Luxio,"['Rivalry', 'Intimidate', 'Guts']",1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,0,0,3,14,1,0,82,85,49,100,60,60,49,60,120,48.09585513,468,Spark Pokémon,1059860,0.9,Luxioルクシオ,50,404,electric,,30.5,4,0
Luxray,"['Rivalry', 'Intimidate', 'Guts']",1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,0,0,3,14,1,0,82,120,79,70,80,95,79,70,45,60.48829123,606.333,Gleam Eyes Pokémon,1059860,1.4,Rentorarレントラー,50,405,electric,,42,4,0
Budew,"['Natural Cure', 'Poison Point', 'Leaf Guard']",1,1,1,0.5,0.5,0.5,2,2,1,0.25,1,2,1,1,2,1,1,0.5,0,1,4,9,4,0,92,30,35,70,40,50,70,55,255,41.55343044,352.353,Bud Pokémon,1059860,0.2,Subomieスボミー,50,406,grass,poison,1.2,4,0
Roserade,"['Natural Cure', 'Poison Point', 'Technician']",1,1,1,0.5,0.5,0.5,2,2,1,0.25,1,2,1,1,2,1,1,0.5,0,1,4,9,4,0,92,70,65,70,60,125,105,90,75,53.33159079,593,Bouquet Pokémon,1059860,0.9,Roseradeロズレイド,50,407,grass,poison,14.5,4,0
Cranidos,"['Mold Breaker', 'Sheer Force']",1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,0,0,4,9,5,0,78,125,40,70,67,30,30,58,45,60.48829123,433.333,Head Butt Pokémon,600000,0.9,Zugaidosズガイドス,88.1,408,rock,,31.5,4,0
Rampardos,"['Mold Breaker', 'Sheer Force']",1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,0,0,4,9,5,0,78,165,60,70,97,65,50,58,45,60.48829123,578.333,Head Butt Pokémon,600000,1.6,Rampaldラムパルド,88.1,409,rock,,102.5,4,0
Shieldon,"['Sturdy', 'Soundproof']",0.5,1,0.5,1,0.5,4,1,0.25,1,1,4,0.5,0.25,0,0.5,0.5,1,2,1,2,6,6,1,2,140,42,118,70,30,42,88,30,45,60.48829123,433.333,Shield Pokémon,600000,0.5,Tatetopsタテトプス,88.1,410,rock,steel,57,4,0
Bastiodon,"['Sturdy', 'Soundproof']",0.5,1,0.5,1,0.5,4,1,0.25,1,1,4,0.5,0.25,0,0.5,0.5,1,2,1,2,6,6,1,2,140,52,168,70,60,47,138,30,45,60.48829123,578.333,Shield Pokémon,600000,1.3,Toridepsトリデプス,88.1,411,rock,steel,149.5,4,0
Burmy,"['Shed Skin', 'Overcoat']",1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,0,0,3,12,3,0,78,29,45,70,40,29,45,36,120,48.09585513,299,Bagworm Pokémon,1000000,0.2,Minomucchiミノムッチ,50,412,bug,,3.4,4,0
Wormadam,"['Anticipation', 'Overcoat']",2,1,1,0.5,1,0.5,4,4,1,0.25,0.25,2,1,2,1,2,1,0.5,0,2,3,7,4,2,94,69,95,70,60,69,95,36,45,60.48829123,507.333,Bagworm Pokémon,1000000,0.5,Minomadam (kusaki No Mino)ミノマダム,0,413,bug,grass,6.5,4,0
Mothim,"['Swarm', 'Tinted Lens']",0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,1,2,1,9,4,1,117,94,50,70,70,94,50,66,45,60.48829123,507.333,Moth Pokémon,1000000,0.9,Gamaleガーメイル,100,414,bug,flying,23.3,4,0
Combee,"['Honey Gather', 'Hustle']",0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,1,2,1,9,4,1,117,30,42,70,30,30,42,70,120,48.09585513,319,Tiny Bee Pokémon,1059860,0.3,Mitsuhoneyミツハニー,88.1,415,bug,flying,5.5,4,0
Vespiquen,"['Pressure', 'Unnerve']",0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,1,2,1,9,4,1,117,80,102,70,70,80,102,40,45,60.48829123,557.333,Beehive Pokémon,1059860,1.2,Beequenビークイン,0,416,bug,flying,38.5,4,0
Pachirisu,"['Run Away', 'Pickup', 'Volt Absorb']",1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,0,0,3,14,1,0,82,45,70,100,60,45,90,95,200,43.45879897,508,EleSquirrel Pokémon,1000000,0.4,Pachirisuパチリス,50,417,electric,,3.9,4,0
Buizel,"['Swift Swim', 'Water Veil']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,0,0,4,12,2,0,84,65,35,70,55,60,30,85,190,43.88363883,403.158,Sea Weasel Pokémon,1000000,0.7,Buoyselブイゼル,50,418,water,,29.5,4,0
Floatzel,"['Swift Swim', 'Water Veil']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,0,0,4,12,2,0,84,105,55,70,85,85,50,115,75,53.33159079,573,Sea Weasel Pokémon,1000000,1.1,Floazelフローゼル,50,419,water,,33.5,4,0
Cherubi,['Chlorophyll'],2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,0,0,4,9,5,0,78,35,45,70,45,62,53,35,190,43.88363883,348.158,Cherry Pokémon,1000000,0.4,Cherinboチェリンボ,50,420,grass,,3.3,4,0
Cherrim,['Flower Gift'],2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,0,0,4,9,5,0,78,60,70,70,70,87,78,85,75,53.33159079,528,Blossom Pokémon,1000000,0.5,Cherrimチェリム,50,421,grass,,9.3,4,0
Shellos,"['Sticky Hold', 'Storm Drain', 'Sand Force']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,0,0,4,12,2,0,84,48,48,70,76,57,62,34,190,43.88363883,398.158,Sea Slug Pokémon,1000000,0.3,Karanakushiカラナクシ,50,422,water,,6.3,4,0
Gastrodon,"['Sticky Hold', 'Storm Drain', 'Sand Force']",1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1,1,0,4,12,0,1,113,83,68,70,111,92,82,39,75,53.33159079,553,Sea Slug Pokémon,1000000,0.9,Tritodonトリトドン,50,423,water,ground,29.9,4,0
Ambipom,"['Technician', 'Pickup', 'Skill Link']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,16,1,0,98,100,66,100,75,60,66,115,45,60.48829123,595.333,Long Tail Pokémon,800000,1.2,Etebothエテボース,50,424,normal,,20.3,4,0
Drifloon,"['Aftermath', 'Unburden', 'Flare Boost']",0.25,2,1,2,1,0,1,1,2,0.5,0,2,0,0.5,1,2,1,1,3,1,2,7,5,0,166,50,34,70,90,60,44,70,125,47.6892186,422.8,Balloon Pokémon,1640000,0.4,Fuwanteフワンテ,50,425,ghost,flying,1.2,4,0
Drifblim,"['Aftermath', 'Unburden', 'Flare Boost']",0.25,2,1,2,1,0,1,1,2,0.5,0,2,0,0.5,1,2,1,1,3,1,2,7,5,0,166,80,44,70,150,90,54,80,60,56.23818558,578,Blimp Pokémon,1640000,1.2,Fuwarideフワライド,50,426,ghost,flying,15,4,0
Buneary,"['Run Away', 'Klutz', 'Limber']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,16,1,0,98,66,44,0,55,44,56,85,190,43.88363883,353.158,Rabbit Pokémon,1000000,0.4,Mimirolミミロル,50,427,normal,,5.5,4,0
Lopunny,"['Cute Charm', 'Klutz', 'Limber']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,16,1,0,98,136,94,140,65,54,96,135,60,56.23818558,730,Rabbit Pokémon,1000000,1.2,Mimilopミミロップ,50,428,normal,,33.3,4,0
Mismagius,['Levitate'],0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,2,0,2,12,2,0,132,60,60,35,60,105,105,105,45,60.48829123,543.333,Magical Pokémon,800000,0.9,Mumargiムウマージ,50,429,ghost,,4.4,4,0
Honchkrow,"['Insomnia', 'Super Luck', 'Moxie']",1,0.5,1,2,2,1,1,1,0.5,0.5,0,2,1,1,0,2,1,1,2,0,3,9,4,0,132,125,52,35,100,105,52,71,30,67.69924925,560,Big Boss Pokémon,1059860,0.9,Dongkarasuドンカラス,50,430,dark,flying,27.3,4,0
Glameow,"['Limber', 'Own Tempo', 'Keen Eye']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,16,1,0,98,55,42,70,49,42,37,85,190,43.88363883,383.158,Catty Pokémon,800000,0.5,Nyarmarニャルマー,24.6,431,normal,,3.9,4,0
Purugly,"['Thick Fat', 'Own Tempo', 'Defiant']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,16,1,0,98,82,64,70,71,64,59,112,75,53.33159079,530,Tiger Cat Pokémon,800000,1,Bunyattoブニャット,24.6,432,normal,,43.8,4,0
Chingling,['Levitate'],2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,0,0,2,13,3,0,74,30,50,70,45,65,50,45,120,48.09585513,360,Bell Pokémon,800000,0.2,Lisyanリーシャン,50,433,psychic,,0.6,4,0
Stunky,"['Stench', 'Aftermath', 'Keen Eye']",1,0.5,1,1,1,1,1,1,0.5,0.5,2,1,1,0.5,0,1,1,1,1,0,4,12,1,0,114,63,47,70,63,41,41,74,225,42.51370769,401.667,Skunk Pokémon,1000000,0.4,Skunpuuスカンプー,50,434,poison,dark,19.2,4,0
Skuntank,"['Stench', 'Aftermath', 'Keen Eye']",1,0.5,1,1,1,1,1,1,0.5,0.5,2,1,1,0.5,0,1,1,1,1,0,4,12,1,0,114,93,67,70,103,71,61,84,60,56.23818558,559,Skunk Pokémon,1000000,1,Skutankスカタンク,50,435,poison,dark,38,4,0
Bronzor,"['Levitate', 'Heatproof', 'Heavy Metal']",1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1,1,1,8,4,4,0,136,24,86,70,57,24,86,23,255,41.55343044,372.353,Bronze Pokémon,1000000,0.5,Dohmirrorドーミラー,,436,steel,psychic,60.5,4,0
Bronzong,"['Levitate', 'Heatproof', 'Heavy Metal']",1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1,1,1,8,4,4,0,136,89,116,70,67,79,116,33,90,51.17072191,576.667,Bronze Bell Pokémon,1000000,1.3,Dohtakunドータクン,,437,steel,psychic,187,4,0
Bonsly,"['Sturdy', 'Rock Head', 'Rattled']",1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,0,0,4,9,5,0,78,80,95,70,50,10,45,10,255,41.55343044,362.353,Bonsai Pokémon,1000000,0.5,Usohachiウソハチ,50,438,rock,,15,4,0
Mime Jr.,"['Soundproof', 'Filter', 'Technician']",1,1,0,1,1,0.25,1,1,2,1,1,1,1,2,0.5,1,2,1,1,1,1,12,3,0,110,25,45,70,20,70,90,60,145,46.26699382,384.138,Mime Pokémon,1000000,0.6,Maneneマネネ,50,439,psychic,fairy,13,4,0
Happiny,"['Natural Cure', 'Serene Grace', 'Friend Guard']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,16,1,0,98,5,5,140,100,15,65,30,130,47.30495729,364.615,Playhouse Pokémon,800000,0.6,Pinpukuピンプク,0,440,normal,,24.4,4,0
Chatot,"['Keen Eye', 'Tangled Feet', 'Big Pecks']",0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,2,0,2,11,3,0,130,65,45,35,76,92,42,91,30,67.69924925,466,Music Note Pokémon,1059860,0.5,Perapペラップ,50,441,normal,flying,1.9,4,0
Spiritomb,"['Pressure', 'Infiltrator']",1,1,1,1,2,0,1,1,1,1,1,1,0,0.5,0,1,1,1,3,0,1,13,1,0,158,92,108,70,50,92,108,35,100,50,561,Forbidden Pokémon,1000000,1,Mikarugeミカルゲ,50,442,ghost,dark,108,4,0
Gible,"['Sand Veil', 'Rough Skin']",1,1,2,0,2,1,0.5,1,1,1,1,4,1,0.5,1,0.5,1,1,1,0,3,11,2,1,105,70,45,70,58,40,45,42,45,60.48829123,383.333,Land Shark Pokémon,1250000,0.7,Fukamaruフカマル,50,443,dragon,ground,20.5,4,0
Gabite,"['Sand Veil', 'Rough Skin']",1,1,2,0,2,1,0.5,1,1,1,1,4,1,0.5,1,0.5,1,1,1,0,3,11,2,1,105,90,65,70,68,50,55,82,45,60.48829123,493.333,Cave Pokémon,1250000,1.4,Gabiteガバイト,50,444,dragon,ground,56,4,0
Garchomp,"['Sand Veil', 'Rough Skin']",1,1,2,0,2,1,0.5,1,1,1,1,4,1,0.5,1,0.5,1,1,1,0,3,11,2,1,105,170,115,70,108,120,95,92,45,60.48829123,783.333,Mach Pokémon,1250000,1.9,Gaburiasガブリアス,50,445,dragon,ground,95,4,0
Munchlax,"['Pickup', 'Thick Fat', 'Gluttony']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,16,1,0,98,85,40,70,135,40,85,5,50,58.85919101,472,Big Eater Pokémon,1250000,0.6,Gonbeゴンベ,88.1,446,normal,,105,4,0
Riolu,"['Steadfast', 'Inner Focus', 'Prankster']",0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,0,0,3,12,3,0,78,70,40,70,40,35,40,60,75,53.33159079,363,Emanation Pokémon,1059860,0.7,Rioluリオル,88.1,447,fighting,,20.2,4,0
Lucario,"['Steadfast', 'Inner Focus', 'Justified']",0.25,0.5,0.5,1,1,2,2,1,1,0.5,2,0.5,0.5,0,1,0.25,0.5,1,1,2,6,6,3,0,142,145,88,70,70,140,70,112,45,60.48829123,708.333,Aura Pokémon,1059860,1.2,Lucarioルカリオ,88.1,448,fighting,steel,54,4,0
Hippopotas,"['Sand Stream', 'Sand Force']",1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,1,0,2,12,3,0,102,72,78,70,68,38,42,32,140,46.59554245,404.286,Hippo Pokémon,1250000,0.8,Hippopotasヒポポタス,50,449,ground,,49.5,4,0
Hippowdon,"['Sand Stream', 'Sand Force']",1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,1,0,2,12,3,0,102,112,118,70,108,68,72,47,60,56.23818558,605,Heavyweight Pokémon,1250000,2,Kabaldonカバルドン,50,450,ground,,300,4,0
Skorupi,"['Battle Armor', 'Sniper', 'Keen Eye']",0.5,1,1,1,0.5,0.25,2,2,1,0.25,1,1,1,0.5,2,2,1,1,0,2,3,9,4,0,100,50,90,70,40,30,55,65,120,48.09585513,405,Scorpion Pokémon,1250000,0.8,Scorupiスコルピ,50,451,poison,bug,12,4,0
Drapion,"['Battle Armor', 'Sniper', 'Keen Eye']",1,0.5,1,1,1,1,1,1,0.5,0.5,2,1,1,0.5,0,1,1,1,1,0,4,12,1,0,114,90,110,70,70,60,75,95,45,60.48829123,583.333,Ogre Scorp Pokémon,1250000,1.3,Dorapionドラピオン,50,452,poison,dark,61.5,4,0
Croagunk,"['Anticipation', 'Dry Skin', 'Poison Touch']",0.25,0.5,1,1,1,0.5,1,2,1,0.5,2,1,1,0.5,4,0.5,1,1,0,1,5,9,2,1,97,61,40,100,48,61,40,50,140,46.59554245,404.286,Toxic Mouth Pokémon,1000000,0.7,Gureggruグレッグル,50,453,poison,fighting,23,4,0
Toxicroak,"['Anticipation', 'Dry Skin', 'Poison Touch']",0.25,0.5,1,1,1,0.5,1,2,1,0.5,2,1,1,0.5,4,0.5,1,1,0,1,5,9,2,1,97,106,65,70,83,86,65,85,75,53.33159079,568,Toxic Mouth Pokémon,1000000,1.3,Dokurogドクロッグ,50,454,poison,fighting,44.4,4,0
Carnivine,['Levitate'],2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,0,0,4,9,5,0,78,100,72,70,74,90,72,46,200,43.45879897,527,Bug Catcher Pokémon,1250000,1.4,Muskippaマスキッパ,50,455,grass,,27,4,0
Finneon,"['Swift Swim', 'Storm Drain', 'Water Veil']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,0,0,4,12,2,0,84,49,56,70,49,49,61,66,190,43.88363883,403.158,Wing Fish Pokémon,600000,0.4,Keikouoケイコウオ,50,456,water,,7,4,0
Lumineon,"['Swift Swim', 'Storm Drain', 'Water Veil']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,0,0,4,12,2,0,84,69,76,70,69,69,86,91,75,53.33159079,538,Neon Pokémon,600000,1.2,Neolantネオラント,50,457,water,,24,4,0
Mantyke,"['Swift Swim', 'Water Absorb', 'Water Veil']",0.5,1,1,4,1,0.5,0.5,1,1,1,0,1,1,1,1,2,0.5,0.5,1,0,5,10,1,1,115,20,50,70,45,60,120,50,25,71.5338279,439,Kite Pokémon,1250000,1,Tamantaタマンタ,50,458,water,flying,65,4,0
Snover,"['Snow Warning', 'Soundproof']",2,1,1,0.5,1,2,4,2,1,0.5,0.5,1,1,2,1,2,2,0.5,0,0,4,7,6,1,73,62,50,70,60,62,60,40,120,48.09585513,409,Frosted Tree Pokémon,1250000,1,Yukikaburiユキカブリ,50,459,grass,ice,50.5,4,0
Abomasnow,"['Snow Warning', 'Soundproof']",2,1,1,0.5,1,2,4,2,1,0.5,0.5,1,1,2,1,2,2,0.5,0,0,4,7,6,1,73,132,105,70,90,132,105,30,60,56.23818558,674,Frosted Tree Pokémon,1250000,2.2,Yukinoohユキノオー,50,460,grass,ice,135.5,4,0
Weavile,"['Pressure', 'Pickpocket']",2,0.5,1,1,2,4,2,1,0.5,1,1,0.5,1,1,0,2,2,1,1,0,3,8,5,1,99,120,65,35,70,45,85,125,45,60.48829123,558.333,Sharp Claw Pokémon,1059860,1.1,Manyulaマニューラ,50,461,dark,ice,34,4,0
Magnezone,"['Magnet Pull', 'Sturdy', 'Analytic']",0.5,1,0.5,0.5,0.5,2,2,0.25,1,0.5,4,0.5,0.5,0,0.5,0.5,0.25,1,1,2,9,3,2,1,153,70,115,70,70,130,90,60,30,67.69924925,625,Magnet Area Pokémon,1000000,1.2,Jibacoilジバコイル,,462,electric,steel,180,4,0
Lickilicky,"['Own Tempo', 'Oblivious', 'Cloud Nine']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,16,1,0,98,85,95,70,110,80,95,50,30,67.69924925,605,Licking Pokémon,1000000,1.7,Berobeltベロベルト,50,463,normal,,140,4,0
Rhyperior,"['Lightningrod', 'Solid Rock', 'Reckless']",1,1,1,0,1,2,0.5,0.5,1,4,2,2,0.5,0.25,1,0.5,2,4,1,1,4,6,4,2,114,140,130,70,115,55,55,40,30,67.69924925,625,Drill Pokémon,1250000,2.4,Dosidonドサイドン,50,464,ground,rock,282.8,4,0
Tangrowth,"['Chlorophyll', 'Leaf Guard', 'Regenerator']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,0,0,4,9,5,0,78,100,125,70,100,110,50,50,30,67.69924925,625,Vine Pokémon,1000000,2,Mojumboモジャンボ,50,465,grass,,128.6,4,0
Electivire,"['Motor Drive', 'Vital Spirit']",1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,0,0,3,14,1,0,82,123,67,70,75,95,85,95,30,67.69924925,630,Thunderbolt Pokémon,1000000,1.8,Elekibleエレキブル,75.4,466,electric,,138.6,4,0
Magmortar,"['Flame Body', 'Vital Spirit']",0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,0,0,6,9,3,0,90,95,67,70,75,125,95,83,30,67.69924925,630,Blast Pokémon,1000000,1.6,Booburnブーバーン,75.4,467,fire,,68,4,0
Togekiss,"['Hustle', 'Serene Grace', 'Super Luck']",0.25,0.5,0,2,1,0.25,1,1,1,0.5,0,2,1,2,1,2,2,1,2,2,2,7,5,0,150,50,95,70,85,120,115,80,30,67.69924925,635,Jubilee Pokémon,800000,1.5,Togekissトゲキッス,88.1,468,fairy,flying,38,4,0
Yanmega,"['Speed Boost', 'Tinted Lens', 'Frisk']",0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,1,2,1,9,4,1,117,76,86,70,86,116,56,95,30,67.69924925,605,Ogre Darner Pokémon,1000000,1.9,Megayanmaメガヤンマ,50,469,bug,flying,51.5,4,0
Leafeon,"['Leaf Guard', 'Chlorophyll']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,0,0,4,9,5,0,78,110,130,35,65,60,65,95,45,60.48829123,573.333,Verdant Pokémon,1000000,1,Leafiaリーフィア,88.1,470,grass,,25.5,4,0
Glaceon,"['Snow Cloak', 'Ice Body']",1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,0,0,1,13,4,0,68,60,110,35,65,130,95,65,45,60.48829123,573.333,Fresh Snow Pokémon,1000000,0.8,Glaciaグレイシア,88.1,471,ice,,25.9,4,0
Gliscor,"['Hyper Cutter', 'Sand Veil', 'Poison Heal']",0.5,1,1,0,1,0.5,1,1,1,1,0,4,1,0.5,1,1,1,2,2,0,3,11,1,1,135,95,125,70,75,45,75,95,30,67.69924925,600,Fang Scorp Pokémon,1059860,2,Glionグライオン,50,472,ground,flying,42.5,4,0
Mamoswine,"['Oblivious', 'Snow Cloak', 'Thick Fat']",1,1,1,0,1,2,2,1,1,2,1,1,1,0.5,1,1,2,2,1,0,1,11,5,0,94,130,80,70,110,70,60,80,50,58.85919101,612,Twin Tusk Pokémon,1250000,2.5,Mammooマンムー,50,473,ice,ground,291,4,0
Porygon-Z,"['Adaptability', 'Download', 'Analytic']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,16,1,0,98,80,70,70,85,135,75,90,30,67.69924925,625,Virtual Pokémon,1000000,0.9,Porygon-zポリゴンＺ,,474,normal,,34,4,0
Gallade,"['Steadfast', 'Justified']",1,1,1,1,2,0.5,1,2,2,1,1,1,1,1,1,0.5,1,1,0,0,2,13,3,0,74,165,95,35,68,65,115,110,45,60.48829123,666.333,Blade Pokémon,1250000,1.6,Erureidoエルレイド,100,475,psychic,fighting,52,4,0
Probopass,"['Sturdy', 'Magnet Pull', 'Sand Force']",0.5,1,0.5,1,0.5,4,1,0.25,1,1,4,0.5,0.25,0,0.5,0.5,1,2,1,2,6,6,1,2,140,55,145,70,60,75,150,40,60,56.23818558,605,Compass Pokémon,1000000,1.4,Dainoseダイノーズ,50,476,rock,steel,340,4,0
Dusknoir,"['Pressure', 'Frisk']",0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,2,0,2,12,2,0,132,100,135,35,45,65,135,45,45,60.48829123,573.333,Gripper Pokémon,800000,2.2,Yonoirヨノワール,50,477,ghost,,106.6,4,0
Froslass,"['Snow Cloak', 'Cursed Body']",0.5,2,1,1,1,0,2,1,2,1,1,0.5,0,0.5,1,2,2,1,2,0,3,8,5,0,130,80,70,70,70,80,70,110,75,53.33159079,558,Snow Land Pokémon,1000000,1.3,Yukimenokoユキメノコ,0,478,ice,ghost,26.6,4,0
Rotom,['Levitate'],0.5,2,1,0.5,1,0,1,0.5,2,1,2,1,0,0.5,1,1,0.5,1,2,0,5,8,3,0,142,65,107,70,50,105,107,86,45,60.48829123,603.333,Plasma Pokémon,1000000,0.3,Rotomロトム,,479,electric,ghost,0.3,4,0
Uxie,['Levitate'],2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,0,0,2,13,3,0,74,75,130,140,75,75,130,95,3,209.5903274,920,Knowledge Pokémon,1250000,0.3,Yuxieユクシー,,480,psychic,,0.3,4,1
Mesprit,['Levitate'],2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,0,0,2,13,3,0,74,105,105,140,80,105,105,80,3,209.5903274,920,Emotion Pokémon,1250000,0.3,Emritエムリット,,481,psychic,,0.3,4,1
Azelf,['Levitate'],2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,0,0,2,13,3,0,74,125,70,140,75,125,70,115,3,209.5903274,920,Willpower Pokémon,1250000,0.3,Agnomeアグノム,,482,psychic,,0.3,4,1
Dialga,"['Pressure', 'Telepathy']",0.5,1,1,0.5,1,2,1,0.5,1,0.25,2,1,0.5,0,0.5,0.5,0.5,0.5,1,1,8,6,2,0,140,120,120,0,100,150,100,90,3,209.5903274,880,Temporal Pokémon,1250000,5.4,Dialgaディアルガ,,483,steel,dragon,683,4,1
Palkia,"['Pressure', 'Telepathy']",1,1,2,1,2,1,0.25,1,1,1,1,1,1,1,1,1,0.5,0.25,0,2,1,13,2,0,96,120,100,0,90,150,120,100,3,209.5903274,880,Spatial Pokémon,1250000,4.2,Palkiaパルキア,,484,water,dragon,336,4,1
Heatran,"['Flash Fire', 'Flame Body']",0.25,1,0.5,1,0.25,2,1,0.5,1,0.25,4,0.25,0.5,0,0.5,1,0.25,2,1,5,4,5,2,1,169,90,106,100,91,130,106,77,3,209.5903274,900,Lava Dome Pokémon,1250000,1.7,Heatranヒードラン,50,485,fire,steel,430,4,1
Regigigas,['Slow Start'],1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,16,1,0,98,160,110,0,110,80,110,100,3,209.5903274,870,Colossal Pokémon,1250000,3.7,Regigigasレジギガス,,486,normal,,420,4,1
Giratina,"['Pressure', 'Telepathy', 'Levitate']",0.5,2,2,0.5,2,0,0.5,1,2,0.5,1,2,0,0.5,1,1,1,0.5,2,0,6,5,5,0,142,120,100,0,150,120,100,90,3,209.5903274,880,Renegade Pokémon,1250000,4.5,Giratina (another Forme)ギラティナ,,487,ghost,dragon,750,4,1
Cresselia,['Levitate'],2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,0,0,2,13,3,0,74,70,120,100,120,75,130,85,3,209.5903274,908.333,Lunar Pokémon,1250000,1.5,Cresseliaクレセリア,0,488,psychic,,85.6,4,1
Phione,['Hydration'],1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,0,0,4,12,2,0,84,80,80,70,80,80,80,80,30,67.69924925,571.667,Sea Drifter Pokémon,1250000,0.4,Phioneフィオネ,,489,water,,3.1,4,0
